date,M,Q
2021/1/31 21:30,0.05,1
2021/1/31 21:45,0.06,1
2021/1/31 22:00,0.07,1
2021/1/31 22:15,0.17,1
2021/1/31 22:30,0.27,1
2021/1/31 22:45,0.37,1
2021/1/31 23:00,0.47,1
2021/1/31 23:15,0.42,1
2021/1/31 23:30,0.36,1
2021/1/31 23:45,0.31,1
2021/2/1 0:00,0.25,1
2021/2/1 0:15,0.2,1
2021/2/1 0:30,0.14,1
2021/2/1 0:45,0.09,1
2021/2/1 1:00,0.03,1
2021/2/1 1:15,0.03,1
2021/2/1 1:30,0.02,1
2021/2/1 1:45,0.02,1
2021/2/1 2:00,0.01,1
2021/2/1 2:15,0.01,1
2021/2/1 2:30,0.01,1
2021/2/1 20:30,0.01,72
2021/2/1 20:45,0.01,1
2021/2/1 21:00,0.01,1
2021/2/1 21:15,0.01,1
2021/2/1 21:30,0.01,1
2021/2/1 21:45,0.01,1
2021/2/1 22:00,0.01,1
2021/2/1 22:15,0.02,1
2021/2/1 22:30,0.03,1
2021/2/1 22:45,0.03,1
2021/2/1 23:00,0.04,1
2021/2/1 23:15,0.03,1
2021/2/1 23:30,0.03,1
2021/2/1 23:45,0.03,1
2021/2/2 0:00,0.02,1
2021/2/2 0:15,0.02,1
2021/2/2 0:30,0.02,1
2021/2/2 0:45,0.01,1
2021/2/2 1:00,0.01,1
2021/2/2 1:15,0.01,1
2021/2/2 1:30,0.01,1
2021/2/2 15:30,0.01,56
2021/2/2 15:45,0.01,1
2021/2/2 16:00,0.01,1
2021/2/2 16:15,0.01,1
2021/2/2 16:30,0.01,1
2021/2/3 13:30,0.01,84
2021/2/3 13:45,0.01,1
2021/2/3 14:00,0.01,1
2021/2/3 14:15,0.01,1
2021/2/3 14:30,0.01,1
2021/2/4 0:30,0.01,40
2021/2/4 0:45,0.01,1
2021/2/4 1:00,0.01,1
2021/2/4 1:15,0.01,1
2021/2/4 1:30,0.01,1
2021/2/4 6:15,0.03,19
2021/2/4 6:30,0.06,1
2021/2/4 6:45,0.08,1
2021/2/4 7:00,0.11,1
2021/2/4 7:15,0.22,1
2021/2/4 7:30,0.33,1
2021/2/4 7:45,0.44,1
2021/2/4 8:00,0.55,1
2021/2/4 8:15,0.67,1
2021/2/4 8:30,0.78,1
2021/2/4 8:45,0.9,1
2021/2/4 9:00,1.01,1
2021/2/4 9:15,0.94,1
2021/2/4 9:30,0.87,1
2021/2/4 9:45,0.8,1
2021/2/4 10:00,0.73,1
2021/2/4 10:15,0.66,1
2021/2/4 10:30,0.59,1
2021/2/4 10:45,0.51,1
2021/2/4 11:00,0.44,1
2021/2/4 11:15,0.39,1
2021/2/4 11:30,0.33,1
2021/2/4 11:45,0.28,1
2021/2/4 12:00,0.22,1
2021/2/4 12:15,0.31,1
2021/2/4 12:30,0.39,1
2021/2/4 12:45,0.48,1
2021/2/4 13:00,0.57,1
2021/2/4 13:15,0.58,1
2021/2/4 13:30,0.6,1
2021/2/4 13:45,0.61,1
2021/2/4 14:00,0.62,1
2021/2/4 14:15,0.62,1
2021/2/4 14:30,0.63,1
2021/2/4 14:45,0.63,1
2021/2/4 15:00,0.63,1
2021/2/4 15:15,0.69,1
2021/2/4 15:30,0.75,1
2021/2/4 15:45,0.8,1
2021/2/4 16:00,0.86,1
2021/2/4 16:15,0.91,1
2021/2/4 16:30,0.96,1
2021/2/4 16:45,1.01,1
2021/2/4 17:00,1.06,1
2021/2/4 17:15,0.83,1
2021/2/4 17:30,0.6,1
2021/2/4 17:45,0.36,1
2021/2/4 18:00,0.13,1
2021/2/4 18:15,0.1,1
2021/2/4 18:30,0.08,1
2021/2/4 18:45,0.05,1
2021/2/4 19:00,0.02,1
2021/2/4 19:15,0.02,1
2021/2/4 19:30,0.02,1
2021/2/4 19:45,0.01,1
2021/2/4 20:00,0.01,1
2021/2/4 20:15,0.04,1
2021/2/4 20:30,0.08,1
2021/2/4 20:45,0.11,1
2021/2/4 21:00,0.14,1
2021/2/4 21:15,0.22,1
2021/2/4 21:30,0.3,1
2021/2/4 21:45,0.38,1
2021/2/4 22:00,0.46,1
2021/2/4 22:15,0.55,1
2021/2/4 22:30,0.63,1
2021/2/4 22:45,0.72,1
2021/2/4 23:00,0.8,1
2021/2/4 23:15,0.84,1
2021/2/4 23:30,0.87,1
2021/2/4 23:45,0.91,1
2021/2/5 0:00,0.94,1
2021/2/5 0:15,0.94,1
2021/2/5 0:30,0.94,1
2021/2/5 0:45,0.94,1
2021/2/5 1:00,0.94,1
2021/2/5 1:15,0.84,1
2021/2/5 1:30,0.74,1
2021/2/5 1:45,0.63,1
2021/2/5 2:00,0.53,1
2021/2/5 2:15,0.43,1
2021/2/5 2:30,0.33,1
2021/2/5 2:45,0.22,1
2021/2/5 3:00,0.12,1
2021/2/5 3:15,0.1,1
2021/2/5 3:30,0.09,1
2021/2/5 3:45,0.07,1
2021/2/5 4:00,0.05,1
2021/2/5 4:15,0.04,1
2021/2/5 4:30,0.03,1
2021/2/5 4:45,0.02,1
2021/2/5 5:00,0.01,1
2021/2/5 5:15,0.01,1
2021/2/5 5:30,0.01,1
2021/2/7 2:15,0.01,179
2021/2/7 2:30,0.01,1
2021/2/7 2:45,0.02,1
2021/2/7 3:00,0.02,1
2021/2/7 3:15,0.03,1
2021/2/7 3:30,0.04,1
2021/2/7 3:45,0.04,1
2021/2/7 4:00,0.05,1
2021/2/7 4:15,0.07,1
2021/2/7 4:30,0.09,1
2021/2/7 4:45,0.11,1
2021/2/7 5:00,0.13,1
2021/2/7 5:15,0.14,1
2021/2/7 5:30,0.16,1
2021/2/7 5:45,0.17,1
2021/2/7 6:00,0.18,1
2021/2/7 6:15,0.26,1
2021/2/7 6:30,0.34,1
2021/2/7 6:45,0.41,1
2021/2/7 7:00,0.49,1
2021/2/7 7:15,0.47,1
2021/2/7 7:30,0.45,1
2021/2/7 7:45,0.44,1
2021/2/7 8:00,0.42,1
2021/2/7 8:15,0.44,1
2021/2/7 8:30,0.47,1
2021/2/7 8:45,0.49,1
2021/2/7 9:00,0.51,1
2021/2/7 9:15,0.45,1
2021/2/7 9:30,0.39,1
2021/2/7 9:45,0.33,1
2021/2/7 10:00,0.27,1
2021/2/7 10:15,0.27,1
2021/2/7 10:30,0.27,1
2021/2/7 10:45,0.27,1
2021/2/7 11:00,0.27,1
2021/2/7 11:15,0.29,1
2021/2/7 11:30,0.32,1
2021/2/7 11:45,0.34,1
2021/2/7 12:00,0.36,1
2021/2/7 12:15,0.3,1
2021/2/7 12:30,0.25,1
2021/2/7 12:45,0.19,1
2021/2/7 13:00,0.13,1
2021/2/7 13:15,0.16,1
2021/2/7 13:30,0.18,1
2021/2/7 13:45,0.21,1
2021/2/7 14:00,0.23,1
2021/2/7 14:15,0.32,1
2021/2/7 14:30,0.41,1
2021/2/7 14:45,0.49,1
2021/2/7 15:00,0.58,1
2021/2/7 15:15,0.47,1
2021/2/7 15:30,0.36,1
2021/2/7 15:45,0.25,1
2021/2/7 16:00,0.14,1
2021/2/7 16:15,0.12,1
2021/2/7 16:30,0.09,1
2021/2/7 16:45,0.07,1
2021/2/7 17:00,0.04,1
2021/2/7 17:15,0.05,1
2021/2/7 17:30,0.06,1
2021/2/7 17:45,0.06,1
2021/2/7 18:00,0.07,1
2021/2/7 18:15,0.1,1
2021/2/7 18:30,0.13,1
2021/2/7 18:45,0.15,1
2021/2/7 19:00,0.18,1
2021/2/7 19:15,0.14,1
2021/2/7 19:30,0.1,1
2021/2/7 19:45,0.05,1
2021/2/7 20:00,0.01,1
2021/2/7 20:15,0.01,1
2021/2/7 20:30,0.01,1
2021/2/7 22:15,0.01,7
2021/2/7 22:30,0.03,1
2021/2/7 22:45,0.04,1
2021/2/7 23:00,0.05,1
2021/2/7 23:15,0.04,1
2021/2/7 23:30,0.04,1
2021/2/7 23:45,0.03,1
2021/2/8 0:00,0.02,1
2021/2/8 0:15,0.02,1
2021/2/8 0:30,0.03,1
2021/2/8 0:45,0.03,1
2021/2/8 1:00,0.03,1
2021/2/8 1:15,0.03,1
2021/2/8 1:30,0.03,1
2021/2/8 1:45,0.03,1
2021/2/8 2:00,0.03,1
2021/2/8 2:15,0.03,1
2021/2/8 2:30,0.02,1
2021/2/8 2:45,0.02,1
2021/2/8 3:00,0.01,1
2021/2/8 3:15,0.01,1
2021/2/8 3:30,0.01,1
2021/2/8 3:45,0.01,1
2021/2/8 4:00,0.01,1
2021/2/8 4:15,0.01,1
2021/2/8 4:30,0.01,1
2021/2/10 3:15,0.01,187
2021/2/10 3:30,0.01,1
2021/2/10 3:45,0.02,1
2021/2/10 4:00,0.02,1
2021/2/10 4:15,0.02,1
2021/2/10 4:30,0.02,1
2021/2/10 4:45,0.02,1
2021/2/10 5:00,0.02,1
2021/2/10 5:15,0.02,1
2021/2/10 5:30,0.03,1
2021/2/10 5:45,0.03,1
2021/2/10 6:00,0.03,1
2021/2/10 6:15,0.03,1
2021/2/10 6:30,0.03,1
2021/2/10 6:45,0.03,1
2021/2/10 7:00,0.03,1
2021/2/10 7:15,0.03,1
2021/2/10 7:30,0.04,1
2021/2/10 7:45,0.04,1
2021/2/10 8:00,0.04,1
2021/2/10 8:15,0.04,1
2021/2/10 8:30,0.04,1
2021/2/10 8:45,0.04,1
2021/2/10 9:00,0.04,1
2021/2/10 9:15,0.04,1
2021/2/10 9:30,0.04,1
2021/2/10 9:45,0.04,1
2021/2/10 10:00,0.04,1
2021/2/10 10:15,0.04,1
2021/2/10 10:30,0.04,1
2021/2/10 10:45,0.04,1
2021/2/10 11:00,0.04,1
2021/2/10 11:15,0.05,1
2021/2/10 11:30,0.06,1
2021/2/10 11:45,0.07,1
2021/2/10 12:00,0.08,1
2021/2/10 12:15,0.09,1
2021/2/10 12:30,0.09,1
2021/2/10 12:45,0.1,1
2021/2/10 13:00,0.1,1
2021/2/10 13:15,0.11,1
2021/2/10 13:30,0.12,1
2021/2/10 13:45,0.12,1
2021/2/10 14:00,0.13,1
2021/2/10 14:15,0.12,1
2021/2/10 14:30,0.12,1
2021/2/10 14:45,0.11,1
2021/2/10 15:00,0.1,1
2021/2/10 15:15,0.09,1
2021/2/10 15:30,0.09,1
2021/2/10 15:45,0.08,1
2021/2/10 16:00,0.07,1
2021/2/10 16:15,0.07,1
2021/2/10 16:30,0.07,1
2021/2/10 16:45,0.07,1
2021/2/10 17:00,0.07,1
2021/2/10 17:15,0.08,1
2021/2/10 17:30,0.08,1
2021/2/10 17:45,0.09,1
2021/2/10 18:00,0.09,1
2021/2/10 18:15,0.1,1
2021/2/10 18:30,0.1,1
2021/2/10 18:45,0.11,1
2021/2/10 19:00,0.11,1
2021/2/10 19:15,0.1,1
2021/2/10 19:30,0.09,1
2021/2/10 19:45,0.08,1
2021/2/10 20:00,0.07,1
2021/2/10 20:15,0.06,1
2021/2/10 20:30,0.05,1
2021/2/10 20:45,0.04,1
2021/2/10 21:00,0.03,1
2021/2/10 21:15,0.02,1
2021/2/10 21:30,0.02,1
2021/2/10 21:45,0.01,1
2021/2/11 6:15,0.01,34
2021/2/11 6:30,0.02,1
2021/2/11 6:45,0.02,1
2021/2/11 7:00,0.03,1
2021/2/11 7:15,0.03,1
2021/2/11 7:30,0.03,1
2021/2/11 7:45,0.03,1
2021/2/11 8:00,0.03,1
2021/2/11 8:15,0.04,1
2021/2/11 8:30,0.06,1
2021/2/11 8:45,0.07,1
2021/2/11 9:00,0.08,1
2021/2/11 9:15,0.08,1
2021/2/11 9:30,0.07,1
2021/2/11 9:45,0.07,1
2021/2/11 10:00,0.06,1
2021/2/11 10:15,0.05,1
2021/2/11 10:30,0.03,1
2021/2/11 10:45,0.02,1
2021/2/15 9:15,0.01,378
2021/2/15 9:30,0.02,1
2021/2/15 9:45,0.02,1
2021/2/15 10:00,0.03,1
2021/2/15 10:15,0.03,1
2021/2/15 10:30,0.04,1
2021/2/15 10:45,0.04,1
2021/2/15 11:00,0.04,1
2021/2/15 11:15,0.08,1
2021/2/15 11:30,0.12,1
2021/2/15 11:45,0.15,1
2021/2/15 12:00,0.19,1
2021/2/15 12:15,0.44,1
2021/2/15 12:30,0.69,1
2021/2/15 12:45,0.94,1
2021/2/15 13:00,1.19,1
2021/2/15 13:15,1.17,1
2021/2/15 13:30,1.16,1
2021/2/15 13:45,1.14,1
2021/2/15 14:00,1.12,1
2021/2/15 14:15,0.95,1
2021/2/15 14:30,0.79,1
2021/2/15 14:45,0.62,1
2021/2/15 15:00,0.45,1
2021/2/15 15:15,0.43,1
2021/2/15 15:30,0.41,1
2021/2/15 15:45,0.39,1
2021/2/15 16:00,0.37,1
2021/2/15 16:15,0.34,1
2021/2/15 16:30,0.31,1
2021/2/15 16:45,0.28,1
2021/2/15 17:00,0.25,1
2021/2/15 17:15,0.24,1
2021/2/15 17:30,0.22,1
2021/2/15 17:45,0.21,1
2021/2/15 18:00,0.19,1
2021/2/15 18:15,0.15,1
2021/2/15 18:30,0.11,1
2021/2/15 18:45,0.07,1
2021/2/15 19:00,0.03,1
2021/2/15 19:15,0.02,1
2021/2/15 19:30,0.02,1
2021/2/15 19:45,0.01,1
2021/2/23 9:30,0.01,727
2021/2/23 9:45,0.01,1
2021/2/23 10:00,0.01,1
2021/2/23 10:15,0.01,1
2021/2/23 10:30,0.01,1
2021/2/23 10:45,0.01,1
2021/2/23 11:00,0.01,1
2021/2/23 11:15,0.03,1
2021/2/23 11:30,0.06,1
2021/2/23 11:45,0.08,1
2021/2/23 12:00,0.1,1
2021/2/23 12:15,0.23,1
2021/2/23 12:30,0.36,1
2021/2/23 12:45,0.48,1
2021/2/23 13:00,0.61,1
2021/2/23 13:15,0.46,1
2021/2/23 13:30,0.31,1
2021/2/23 13:45,0.15,1
2021/2/23 15:30,0.01,7
2021/2/23 15:45,0.01,1
2021/2/23 16:00,0.01,1
2021/2/23 16:15,0.01,1
2021/2/23 16:30,0.01,1
2021/2/23 16:45,0.01,1
2021/2/23 17:00,0.01,1
2021/2/23 17:15,0.02,1
2021/2/23 17:30,0.03,1
2021/2/23 17:45,0.04,1
2021/2/23 18:00,0.05,1
2021/2/23 18:15,0.05,1
2021/2/23 18:30,0.04,1
2021/2/23 18:45,0.04,1
2021/2/23 19:00,0.03,1
2021/2/23 19:15,0.02,1
2021/2/23 19:30,0.02,1
2021/2/23 19:45,0.01,1
2021/2/23 20:15,0.01,2
2021/2/23 20:30,0.01,1
2021/2/23 20:45,0.02,1
2021/2/23 21:00,0.02,1
2021/2/23 21:15,0.03,1
2021/2/23 21:30,0.03,1
2021/2/23 21:45,0.03,1
2021/2/23 22:00,0.04,1
2021/2/23 22:15,0.03,1
2021/2/23 22:30,0.03,1
2021/2/23 22:45,0.03,1
2021/2/23 23:00,0.02,1
2021/2/23 23:15,0.02,1
2021/2/23 23:30,0.01,1
2021/2/23 23:45,0.01,1
2021/2/24 6:30,0.01,27
2021/2/24 6:45,0.01,1
2021/2/24 7:00,0.01,1
2021/2/24 7:15,0.24,1
2021/2/24 7:30,0.47,1
2021/2/24 7:45,0.7,1
2021/2/24 8:00,0.93,1
2021/2/24 8:15,0.81,1
2021/2/24 8:30,0.69,1
2021/2/24 8:45,0.56,1
2021/2/24 9:00,0.44,1
2021/2/24 9:15,0.4,1
2021/2/24 9:30,0.36,1
2021/2/24 9:45,0.32,1
2021/2/24 10:00,0.28,1
2021/2/24 10:15,0.31,1
2021/2/24 10:30,0.34,1
2021/2/24 10:45,0.37,1
2021/2/24 11:00,0.4,1
2021/2/24 11:15,0.48,1
2021/2/24 11:30,0.56,1
2021/2/24 11:45,0.65,1
2021/2/24 12:00,0.73,1
2021/2/24 12:15,0.73,1
2021/2/24 12:30,0.74,1
2021/2/24 12:45,0.74,1
2021/2/24 13:00,0.74,1
2021/2/24 13:15,0.73,1
2021/2/24 13:30,0.71,1
2021/2/24 13:45,0.7,1
2021/2/24 14:00,0.68,1
2021/2/24 14:15,0.65,1
2021/2/24 14:30,0.61,1
2021/2/24 14:45,0.58,1
2021/2/24 15:00,0.54,1
2021/2/24 15:15,0.59,1
2021/2/24 15:30,0.63,1
2021/2/24 15:45,0.68,1
2021/2/24 16:00,0.72,1
2021/2/24 16:15,0.81,1
2021/2/24 16:30,0.9,1
2021/2/24 16:45,0.99,1
2021/2/24 17:00,1.08,1
2021/2/24 17:15,1.21,1
2021/2/24 17:30,1.34,1
2021/2/24 17:45,1.46,1
2021/2/24 18:00,1.59,1
2021/2/24 18:15,1.49,1
2021/2/24 18:30,1.39,1
2021/2/24 18:45,1.28,1
2021/2/24 19:00,1.18,1
2021/2/24 19:15,1.13,1
2021/2/24 19:30,1.09,1
2021/2/24 19:45,1.04,1
2021/2/24 20:00,0.99,1
2021/2/24 20:15,0.94,1
2021/2/24 20:30,0.9,1
2021/2/24 20:45,0.85,1
2021/2/24 21:00,0.8,1
2021/2/24 21:15,0.75,1
2021/2/24 21:30,0.69,1
2021/2/24 21:45,0.64,1
2021/2/24 22:00,0.58,1
2021/2/24 22:15,0.53,1
2021/2/24 22:30,0.49,1
2021/2/24 22:45,0.44,1
2021/2/24 23:00,0.39,1
2021/2/24 23:15,0.35,1
2021/2/24 23:30,0.32,1
2021/2/24 23:45,0.28,1
2021/2/25 0:00,0.24,1
2021/2/25 0:15,0.19,1
2021/2/25 0:30,0.14,1
2021/2/25 0:45,0.09,1
2021/2/25 1:00,0.04,1
2021/2/25 1:15,0.03,1
2021/2/25 1:30,0.03,1
2021/2/25 1:45,0.03,1
2021/2/25 2:00,0.02,1
2021/2/25 2:15,0.02,1
2021/2/25 2:30,0.02,1
2021/2/25 2:45,0.01,1
2021/2/25 3:00,0.01,1
2021/2/25 3:15,0.01,1
2021/2/25 3:30,0.01,1
2021/2/25 3:45,0.01,1
2021/2/25 4:00,0.01,1
2021/2/25 4:15,0.01,1
2021/2/25 4:30,0.01,1
2021/2/25 4:45,0.01,1
2021/2/25 5:00,0.01,1
2021/2/25 5:15,0.01,1
2021/2/25 5:30,0.02,1
2021/2/25 5:45,0.02,1
2021/2/25 6:00,0.02,1
2021/2/25 6:15,0.03,1
2021/2/25 6:30,0.05,1
2021/2/25 6:45,0.06,1
2021/2/25 7:00,0.07,1
2021/2/25 7:15,0.06,1
2021/2/25 7:30,0.05,1
2021/2/25 7:45,0.04,1
2021/2/25 8:00,0.03,1
2021/2/25 8:15,0.03,1
2021/2/25 8:30,0.03,1
2021/2/25 8:45,0.02,1
2021/2/25 9:00,0.02,1
2021/2/25 9:15,0.03,1
2021/2/25 9:30,0.04,1
2021/2/25 9:45,0.04,1
2021/2/25 10:00,0.05,1
2021/2/25 10:15,0.06,1
2021/2/25 10:30,0.07,1
2021/2/25 10:45,0.08,1
2021/2/25 11:00,0.09,1
2021/2/25 11:15,0.1,1
2021/2/25 11:30,0.11,1
2021/2/25 11:45,0.11,1
2021/2/25 12:00,0.12,1
2021/2/25 12:15,0.13,1
2021/2/25 12:30,0.14,1
2021/2/25 12:45,0.14,1
2021/2/25 13:00,0.15,1
2021/2/25 13:15,0.18,1
2021/2/25 13:30,0.21,1
2021/2/25 13:45,0.24,1
2021/2/25 14:00,0.27,1
2021/2/25 14:15,0.43,1
2021/2/25 14:30,0.6,1
2021/2/25 14:45,0.76,1
2021/2/25 15:00,0.92,1
2021/2/25 15:15,0.79,1
2021/2/25 15:30,0.66,1
2021/2/25 15:45,0.52,1
2021/2/25 16:00,0.39,1
2021/2/25 16:15,0.52,1
2021/2/25 16:30,0.66,1
2021/2/25 16:45,0.79,1
2021/2/25 17:00,0.92,1
2021/2/25 17:15,0.9,1
2021/2/25 17:30,0.88,1
2021/2/25 17:45,0.85,1
2021/2/25 18:00,0.83,1
2021/2/25 18:15,0.86,1
2021/2/25 18:30,0.88,1
2021/2/25 18:45,0.91,1
2021/2/25 19:00,0.93,1
2021/2/25 19:15,0.82,1
2021/2/25 19:30,0.71,1
2021/2/25 19:45,0.59,1
2021/2/25 20:00,0.48,1
2021/2/25 20:15,0.49,1
2021/2/25 20:30,0.5,1
2021/2/25 20:45,0.51,1
2021/2/25 21:00,0.52,1
2021/2/25 21:15,0.46,1
2021/2/25 21:30,0.4,1
2021/2/25 21:45,0.34,1
2021/2/25 22:00,0.28,1
2021/2/25 22:15,0.23,1
2021/2/25 22:30,0.17,1
2021/2/25 22:45,0.12,1
2021/2/25 23:00,0.06,1
2021/2/25 23:15,0.05,1
2021/2/25 23:30,0.03,1
2021/2/25 23:45,0.02,1
2021/2/26 0:00,0.01,1
2021/2/26 0:15,0.01,1
2021/2/26 0:30,0.01,1
2021/2/26 1:30,0.01,4
2021/2/26 1:45,0.01,1
2021/2/26 2:00,0.01,1
2021/2/26 2:15,0.01,1
2021/2/26 2:30,0.01,1
2021/2/26 2:45,0.01,1
2021/2/26 3:00,0.01,1
2021/2/26 3:15,0.01,1
2021/2/26 3:30,0.01,1
2021/2/26 3:45,0.01,1
2021/2/26 4:00,0.01,1
2021/2/26 4:15,0.01,1
2021/2/26 4:30,0.01,1
2021/2/26 5:15,0.01,3
2021/2/26 5:30,0.01,1
2021/2/26 5:45,0.02,1
2021/2/26 6:00,0.02,1
2021/2/26 6:15,0.03,1
2021/2/26 6:30,0.04,1
2021/2/26 6:45,0.04,1
2021/2/26 7:00,0.05,1
2021/2/26 7:15,0.06,1
2021/2/26 7:30,0.08,1
2021/2/26 7:45,0.09,1
2021/2/26 8:00,0.1,1
2021/2/26 8:15,0.1,1
2021/2/26 8:30,0.1,1
2021/2/26 8:45,0.1,1
2021/2/26 9:00,0.1,1
2021/2/26 9:15,0.12,1
2021/2/26 9:30,0.14,1
2021/2/26 9:45,0.16,1
2021/2/26 10:00,0.18,1
2021/2/26 10:15,0.23,1
2021/2/26 10:30,0.28,1
2021/2/26 10:45,0.32,1
2021/2/26 11:00,0.37,1
2021/2/26 11:15,0.44,1
2021/2/26 11:30,0.51,1
2021/2/26 11:45,0.58,1
2021/2/26 12:00,0.65,1
2021/2/26 12:15,0.69,1
2021/2/26 12:30,0.72,1
2021/2/26 12:45,0.76,1
2021/2/26 13:00,0.79,1
2021/2/26 13:15,0.68,1
2021/2/26 13:30,0.57,1
2021/2/26 13:45,0.45,1
2021/2/26 14:00,0.34,1
2021/2/26 14:15,0.28,1
2021/2/26 14:30,0.22,1
2021/2/26 14:45,0.16,1
2021/2/26 15:00,0.1,1
2021/2/26 15:15,0.08,1
2021/2/26 15:30,0.06,1
2021/2/26 15:45,0.03,1
2021/2/26 16:00,0.01,1
2021/2/26 16:15,0.01,1
2021/2/26 16:30,0.01,1
2021/2/27 18:15,0.01,103
2021/2/27 18:30,0.01,1
2021/2/27 18:45,0.02,1
2021/2/27 19:00,0.02,1
2021/2/27 19:15,0.08,1
2021/2/27 19:30,0.14,1
2021/2/27 19:45,0.2,1
2021/2/27 20:00,0.26,1
2021/2/27 20:15,0.43,1
2021/2/27 20:30,0.61,1
2021/2/27 20:45,0.78,1
2021/2/27 21:00,0.95,1
2021/2/27 21:15,0.79,1
2021/2/27 21:30,0.63,1
2021/2/27 21:45,0.46,1
2021/2/27 22:00,0.3,1
2021/2/27 22:15,0.23,1
2021/2/27 22:30,0.16,1
2021/2/27 22:45,0.1,1
2021/2/27 23:00,0.03,1
2021/2/27 23:15,0.16,1
2021/2/27 23:30,0.3,1
2021/2/27 23:45,0.43,1
2021/2/28 0:00,0.56,1
2021/2/28 0:15,0.53,1
2021/2/28 0:30,0.5,1
2021/2/28 0:45,0.47,1
2021/2/28 1:00,0.44,1
2021/2/28 1:15,0.45,1
2021/2/28 1:30,0.47,1
2021/2/28 1:45,0.48,1
2021/2/28 2:00,0.49,1
2021/2/28 2:15,0.53,1
2021/2/28 2:30,0.56,1
2021/2/28 2:45,0.6,1
2021/2/28 3:00,0.64,1
2021/2/28 3:15,0.64,1
2021/2/28 3:30,0.63,1
2021/2/28 3:45,0.63,1
2021/2/28 4:00,0.62,1
2021/2/28 4:15,0.56,1
2021/2/28 4:30,0.51,1
2021/2/28 4:45,0.46,1
2021/2/28 5:00,0.4,1
2021/2/28 5:15,0.36,1
2021/2/28 5:30,0.33,1
2021/2/28 5:45,0.29,1
2021/2/28 6:00,0.25,1
2021/2/28 6:15,0.32,1
2021/2/28 6:30,0.39,1
2021/2/28 6:45,0.45,1
2021/2/28 7:00,0.52,1
2021/2/28 7:15,0.52,1
2021/2/28 7:30,0.53,1
2021/2/28 7:45,0.53,1
2021/2/28 8:00,0.53,1
2021/2/28 8:15,0.54,1
2021/2/28 8:30,0.55,1
2021/2/28 8:45,0.56,1
2021/2/28 9:00,0.57,1
2021/2/28 9:15,0.44,1
2021/2/28 9:30,0.31,1
2021/2/28 9:45,0.18,1
2021/2/28 10:00,0.05,1
2021/2/28 10:15,0.04,1
2021/2/28 10:30,0.04,1
2021/2/28 10:45,0.03,1
2021/2/28 11:00,0.02,1
2021/2/28 11:15,0.06,1
2021/2/28 11:30,0.11,1
2021/2/28 11:45,0.15,1
2021/2/28 12:00,0.19,1
2021/2/28 12:15,0.4,1
2021/2/28 12:30,0.6,1
2021/2/28 12:45,0.81,1
2021/2/28 13:00,1.01,1
2021/2/28 13:15,1.03,1
2021/2/28 13:30,1.06,1
2021/2/28 13:45,1.08,1
2021/2/28 14:00,1.1,1
2021/2/28 14:15,0.98,1
2021/2/28 14:30,0.86,1
2021/2/28 14:45,0.74,1
2021/2/28 15:00,0.62,1
2021/2/28 15:15,0.63,1
2021/2/28 15:30,0.64,1
2021/2/28 15:45,0.64,1
2021/2/28 16:00,0.65,1
2021/2/28 16:15,0.63,1
2021/2/28 16:30,0.61,1
2021/2/28 16:45,0.59,1
2021/2/28 17:00,0.57,1
2021/2/28 17:15,0.67,1
2021/2/28 17:30,0.77,1
2021/2/28 17:45,0.87,1
2021/2/28 18:00,0.97,1
2021/2/28 18:15,0.87,1
2021/2/28 18:30,0.77,1
2021/2/28 18:45,0.67,1
2021/2/28 19:00,0.57,1
2021/2/28 19:15,0.54,1
2021/2/28 19:30,0.5,1
2021/2/28 19:45,0.47,1
2021/2/28 20:00,0.43,1
2021/2/28 20:15,0.44,1
2021/2/28 20:30,0.45,1
2021/2/28 20:45,0.46,1
2021/2/28 21:00,0.47,1
2021/2/28 21:15,0.47,1
2021/2/28 21:30,0.46,1
2021/2/28 21:45,0.46,1
2021/2/28 22:00,0.45,1
2021/2/28 22:15,0.41,1
2021/2/28 22:30,0.37,1
2021/2/28 22:45,0.32,1
2021/2/28 23:00,0.28,1
2021/2/28 23:15,0.27,1
2021/2/28 23:30,0.25,1
2021/2/28 23:45,0.24,1
2021/3/1 0:00,0.22,1
2021/3/1 0:15,0.26,1
2021/3/1 0:30,0.31,1
2021/3/1 0:45,0.35,1
2021/3/1 1:00,0.39,1
2021/3/1 1:15,0.45,1
2021/3/1 1:30,0.51,1
2021/3/1 1:45,0.57,1
2021/3/1 2:00,0.63,1
2021/3/1 2:15,0.59,1
2021/3/1 2:30,0.55,1
2021/3/1 2:45,0.5,1
2021/3/1 3:00,0.46,1
2021/3/1 3:15,0.41,1
2021/3/1 3:30,0.36,1
2021/3/1 3:45,0.3,1
2021/3/1 4:00,0.25,1
2021/3/1 4:15,0.22,1
2021/3/1 4:30,0.19,1
2021/3/1 4:45,0.15,1
2021/3/1 5:00,0.12,1
2021/3/1 5:15,0.1,1
2021/3/1 5:30,0.09,1
2021/3/1 5:45,0.07,1
2021/3/1 6:00,0.05,1
2021/3/1 6:15,0.06,1
2021/3/1 6:30,0.07,1
2021/3/1 6:45,0.07,1
2021/3/1 7:00,0.08,1
2021/3/1 7:15,0.07,1
2021/3/1 7:30,0.07,1
2021/3/1 7:45,0.06,1
2021/3/1 8:00,0.05,1
2021/3/1 8:15,0.05,1
2021/3/1 8:30,0.04,1
2021/3/1 8:45,0.04,1
2021/3/1 9:00,0.03,1
